,solID,perfQ,#changes,pas,reliability,usecase,brf_clone,brf_moc,brf_mcnn,brf_moncnn,maxeval,probpas,moncnn,moc,clone,mcnn,action1,action2,action3,action4,target1,target2,target3,target4
585,3001.0,0.1176376771779846,13.53,15.0,0.8465975606077715,train-ticket,1.23,1.64,1.45,1.80,72,0.80,2.0,0.0,1.0,1.0,moncnn,moncnn,clone,mcnn,modify,updateUser,container-station,Sso
863,1952.0,0.1176470588235294,4.83,0.0,0.7086863500450429,train-ticket,1.23,1.64,1.45,1.80,72,0.00,2.0,0.0,2.0,0.0,moncnn,clone,clone,moncnn,updateUser,container-station,New-Node_tegtgqrugb,login
95,3883.0,0.1176470588235294,6.470000000000001,14.0,0.8477543206077714,train-ticket,1.23,1.64,1.45,1.80,72,0.95,2.0,1.0,1.0,0.0,moncnn,moc,moncnn,clone,findAll,modify,updateUser,container-verification
859,224.0,0.1176470588235294,4.83,0.0,0.7086863500450429,train-ticket,1.23,1.64,1.45,1.80,72,0.00,2.0,0.0,2.0,0.0,moncnn,clone,clone,moncnn,updateUser,container-station,New-Node_tegtgqrugb,login
857,213.0,0.1176470588235294,4.83,0.0,0.7086863500450429,train-ticket,1.23,1.64,1.45,1.80,72,0.00,2.0,0.0,2.0,0.0,moncnn,clone,clone,moncnn,updateUser,container-station,New-Node_tegtgqrugb,login
855,127.0,0.1176470588235294,4.83,0.0,0.7086863500450429,train-ticket,1.23,1.64,1.45,1.80,72,0.00,2.0,0.0,2.0,0.0,moncnn,clone,clone,moncnn,updateUser,container-station,New-Node_tegtgqrugb,login
172,6872.0,0.1176470588235294,4.26,0.0,0.7875468106077714,train-ticket,1.23,1.64,1.45,1.80,102,0.00,1.0,0.0,3.0,0.0,clone,clone,clone,moncnn,New-Node_qbdwpefuat,container-order-other,container-order-other,updateUser
171,6869.0,0.1176470588235294,4.26,0.0,0.7875468106077714,train-ticket,1.23,1.64,1.45,1.80,102,0.00,1.0,0.0,3.0,0.0,clone,clone,clone,moncnn,New-Node_qbdwpefuat,container-order-other,container-order-other,updateUser
169,6761.0,0.1176470588235294,4.26,0.0,0.7875468106077714,train-ticket,1.23,1.64,1.45,1.80,102,0.00,1.0,0.0,3.0,0.0,clone,clone,clone,moncnn,New-Node_qbdwpefuat,container-order-other,container-order-other,updateUser
161,6250.0,0.1176470588235294,4.26,0.0,0.7875468106077714,train-ticket,1.23,1.64,1.45,1.80,102,0.00,1.0,0.0,3.0,0.0,clone,clone,clone,moncnn,New-Node_qbdwpefuat,container-order-other,container-order-other,updateUser
861,1029.0,0.1176470588235294,4.83,0.0,0.7086863500450429,train-ticket,1.23,1.64,1.45,1.80,72,0.00,2.0,0.0,2.0,0.0,moncnn,clone,clone,moncnn,updateUser,container-station,New-Node_tegtgqrugb,login
575,5449.0,0.1176470588235294,3.03,15.0,0.7875468106077714,train-ticket,1.23,1.64,1.45,1.80,82,0.55,1.0,0.0,2.0,1.0,moncnn,clone,mcnn,clone,updateUser,container-order-other,New-Component_zikmojiwwl,New-Node_ulunhqctrg
628,2394.0,0.1176470588235294,7.04,14.0,0.8729755606077715,train-ticket,1.23,1.64,1.45,1.80,82,0.95,3.0,1.0,0.0,0.0,moncnn,moc,moncnn,moncnn,modify,updateUser,findAll,updateUser
627,2374.0,0.1176470588235294,7.04,14.0,0.8729755606077715,train-ticket,1.23,1.64,1.45,1.80,82,0.95,3.0,1.0,0.0,0.0,moncnn,moc,moncnn,moncnn,modify,updateUser,findAll,updateUser
632,2536.0,0.1176470588235294,7.04,14.0,0.8729755606077715,train-ticket,1.23,1.64,1.45,1.80,82,0.95,3.0,1.0,0.0,0.0,moncnn,moc,moncnn,moncnn,modify,updateUser,findAll,updateUser
624,2343.0,0.1176470588235294,7.04,14.0,0.8729755606077715,train-ticket,1.23,1.64,1.45,1.80,82,0.95,3.0,1.0,0.0,0.0,moncnn,moc,moncnn,moncnn,modify,updateUser,findAll,updateUser
598,5421.0,0.1176470588235294,8.36,13.0,0.7901958966077715,train-ticket,1.23,1.64,1.45,1.80,72,0.80,1.0,1.0,2.0,0.0,clone,clone,moncnn,moc,container-verification,container-admin-user,modify,findAll
639,3211.0,0.1176470588235294,7.04,14.0,0.8729755606077715,train-ticket,1.23,1.64,1.45,1.80,82,0.95,3.0,1.0,0.0,0.0,moncnn,moc,moncnn,moncnn,modify,updateUser,findAll,updateUser
637,3158.0,0.1176470588235294,7.04,14.0,0.8729755606077715,train-ticket,1.23,1.64,1.45,1.80,82,0.95,3.0,1.0,0.0,0.0,moncnn,moc,moncnn,moncnn,modify,updateUser,findAll,updateUser
635,3147.0,0.1176470588235294,7.04,14.0,0.8729755606077715,train-ticket,1.23,1.64,1.45,1.80,82,0.95,3.0,1.0,0.0,0.0,moncnn,moc,moncnn,moncnn,modify,updateUser,findAll,updateUser
446,3644.0,0.1180649285052225,14.1,15.0,0.8435992269064596,train-ticket,1.23,1.64,1.45,1.80,72,0.55,3.0,0.0,0.0,1.0,moncnn,moncnn,moncnn,mcnn,modify,updateUser,generate,Admin-user
443,2855.0,0.1180649285052225,14.1,15.0,0.8435992269064596,train-ticket,1.23,1.64,1.45,1.80,72,0.55,3.0,0.0,0.0,1.0,moncnn,moncnn,moncnn,mcnn,modify,updateUser,generate,Admin-user
442,2850.0,0.1180649285052225,14.1,15.0,0.8435992269064596,train-ticket,1.23,1.64,1.45,1.80,72,0.55,3.0,0.0,0.0,1.0,moncnn,moncnn,moncnn,mcnn,modify,updateUser,generate,Admin-user
441,2829.0,0.1180649285052225,14.1,15.0,0.8435992269064596,train-ticket,1.23,1.64,1.45,1.80,72,0.55,3.0,0.0,0.0,1.0,moncnn,moncnn,moncnn,mcnn,modify,updateUser,generate,Admin-user
438,2456.0,0.1180649285052225,14.1,15.0,0.8435992269064596,train-ticket,1.23,1.64,1.45,1.80,72,0.55,3.0,0.0,0.0,1.0,moncnn,moncnn,moncnn,mcnn,modify,updateUser,generate,Admin-user
436,2126.0,0.1180649285052225,14.1,15.0,0.8435992269064596,train-ticket,1.23,1.64,1.45,1.80,72,0.55,3.0,0.0,0.0,1.0,moncnn,moncnn,moncnn,mcnn,modify,updateUser,generate,Admin-user
433,2080.0,0.1180649285052225,14.1,15.0,0.8435992269064596,train-ticket,1.23,1.64,1.45,1.80,72,0.55,3.0,0.0,0.0,1.0,moncnn,moncnn,moncnn,mcnn,modify,updateUser,generate,Admin-user
444,2911.0,0.1180649285052225,14.1,15.0,0.8435992269064596,train-ticket,1.23,1.64,1.45,1.80,72,0.55,3.0,0.0,0.0,1.0,moncnn,moncnn,moncnn,mcnn,modify,updateUser,generate,Admin-user
447,3645.0,0.1180649285052225,14.1,15.0,0.8435992269064596,train-ticket,1.23,1.64,1.45,1.80,72,0.55,3.0,0.0,0.0,1.0,moncnn,moncnn,moncnn,mcnn,modify,updateUser,generate,Admin-user
48,997.0,0.1197312178403974,4.67,14.0,0.7875468106077714,train-ticket,1.23,1.64,1.45,1.80,72,0.95,1.0,1.0,2.0,0.0,clone,moc,moncnn,clone,container-order-other,updateUser,modify,New-Node_zuhivrqmps
51,1419.0,0.1197312178403974,4.67,14.0,0.7875468106077714,train-ticket,1.23,1.64,1.45,1.80,72,0.95,1.0,1.0,2.0,0.0,clone,moc,moncnn,clone,container-order-other,updateUser,modify,New-Node_zuhivrqmps
54,1439.0,0.1197312178403974,4.67,14.0,0.7875468106077714,train-ticket,1.23,1.64,1.45,1.80,72,0.95,1.0,1.0,2.0,0.0,clone,moc,moncnn,clone,container-order-other,updateUser,modify,New-Node_zuhivrqmps
50,1067.0,0.1197961123319349,6.47,15.0,0.7875468106077714,train-ticket,1.23,1.64,1.45,1.80,72,0.95,2.0,1.0,1.0,0.0,clone,moc,moncnn,moncnn,container-order-other,updateUser,modify,modify
76,4327.0,0.1211075590638299,3.6,15.0,0.5242465168614167,train-ticket,1.23,1.64,1.45,1.80,72,0.95,2.0,0.0,2.0,0.0,clone,moncnn,clone,moncnn,New-Node_cixxxgeexa,rebook,New-Node_yhdozmzkrb,generate
72,4266.0,0.1211075590638299,3.6,15.0,0.5242465168614167,train-ticket,1.23,1.64,1.45,1.80,72,0.95,2.0,0.0,2.0,0.0,clone,moncnn,clone,moncnn,New-Node_cixxxgeexa,rebook,New-Node_yhdozmzkrb,generate
66,4156.0,0.1211075590638299,3.6,15.0,0.5242465168614167,train-ticket,1.23,1.64,1.45,1.80,72,0.95,2.0,0.0,2.0,0.0,clone,moncnn,clone,moncnn,New-Node_cixxxgeexa,rebook,New-Node_yhdozmzkrb,generate
67,4183.0,0.1211075590638299,3.6,15.0,0.5242465168614167,train-ticket,1.23,1.64,1.45,1.80,72,0.95,2.0,0.0,2.0,0.0,clone,moncnn,clone,moncnn,New-Node_cixxxgeexa,rebook,New-Node_yhdozmzkrb,generate
64,4135.0,0.1211075590638299,3.6,15.0,0.5242465168614167,train-ticket,1.23,1.64,1.45,1.80,72,0.95,2.0,0.0,2.0,0.0,clone,moncnn,clone,moncnn,New-Node_cixxxgeexa,rebook,New-Node_yhdozmzkrb,generate
1103,508.0,0.125720531602509,6.47,15.0,0.7835278415909903,train-ticket,1.23,1.64,1.45,1.80,82,0.80,2.0,1.0,1.0,0.0,clone,moncnn,moncnn,moc,container-order-other,verify,updateUser,findAll
850,38.0,0.1273340225022337,10.63,0.0,0.8465975606077715,train-ticket,1.23,1.64,1.45,1.80,72,0.00,2.0,0.0,1.0,1.0,clone,moncnn,mcnn,moncnn,container-order-other,updateUser,Route-plan,findAll
848,9.0,0.1273340225022337,10.63,0.0,0.8465975606077715,train-ticket,1.23,1.64,1.45,1.80,72,0.00,2.0,0.0,1.0,1.0,clone,moncnn,mcnn,moncnn,container-order-other,updateUser,Route-plan,findAll
849,30.0,0.1273340225022337,10.63,0.0,0.8465975606077715,train-ticket,1.23,1.64,1.45,1.80,72,0.00,2.0,0.0,1.0,1.0,clone,moncnn,mcnn,moncnn,container-order-other,updateUser,Route-plan,findAll
852,121.0,0.1273340225022337,10.63,0.0,0.8465975606077715,train-ticket,1.23,1.64,1.45,1.80,72,0.00,2.0,0.0,1.0,1.0,clone,moncnn,mcnn,moncnn,container-order-other,updateUser,Route-plan,findAll
805,1390.0,0.1273340225022337,5.4,0.0,0.767737100045043,train-ticket,1.23,1.64,1.45,1.80,82,0.00,3.0,0.0,1.0,0.0,moncnn,moncnn,clone,moncnn,login,findAll,New-Node_fryidtltfe,updateUser
854,126.0,0.1273340225022337,10.63,0.0,0.8465975606077715,train-ticket,1.23,1.64,1.45,1.80,72,0.00,2.0,0.0,1.0,1.0,clone,moncnn,mcnn,moncnn,container-order-other,updateUser,Route-plan,findAll
856,212.0,0.1273340225022337,10.63,0.0,0.8465975606077715,train-ticket,1.23,1.64,1.45,1.80,72,0.00,2.0,0.0,1.0,1.0,clone,moncnn,mcnn,moncnn,container-order-other,updateUser,Route-plan,findAll
803,1150.0,0.1273340225022337,5.4,0.0,0.767737100045043,train-ticket,1.23,1.64,1.45,1.80,82,0.00,3.0,0.0,1.0,0.0,moncnn,moncnn,clone,moncnn,login,findAll,New-Node_fryidtltfe,updateUser
853,122.0,0.1273340225022337,10.63,0.0,0.8465975606077715,train-ticket,1.23,1.64,1.45,1.80,72,0.00,2.0,0.0,1.0,1.0,clone,moncnn,mcnn,moncnn,container-order-other,updateUser,Route-plan,findAll
150,107.0,0.1276113586962596,7.04,0.0,0.8457502217853018,train-ticket,1.23,1.64,1.45,1.80,102,0.00,3.0,1.0,0.0,0.0,moncnn,moncnn,moncnn,moc,modify,findAll,findAll,getByID
1076,2963.0,0.129411129429493,6.5600000000000005,13.0,0.590038590593031,train-ticket,1.23,1.64,1.45,1.80,82,0.80,0.0,1.0,2.0,1.0,clone,moc,mcnn,clone,container-rebook,verify,New-Component_ybrslyahhq,container-sso
1082,3044.0,0.129411129429493,6.5600000000000005,13.0,0.590038590593031,train-ticket,1.23,1.64,1.45,1.80,82,0.80,0.0,1.0,2.0,1.0,clone,moc,mcnn,clone,container-rebook,verify,New-Component_ybrslyahhq,container-sso
1083,3053.0,0.129411129429493,6.5600000000000005,13.0,0.590038590593031,train-ticket,1.23,1.64,1.45,1.80,82,0.80,0.0,1.0,2.0,1.0,clone,moc,mcnn,clone,container-rebook,verify,New-Component_ybrslyahhq,container-sso
1086,3838.0,0.129411129429493,6.5600000000000005,13.0,0.590038590593031,train-ticket,1.23,1.64,1.45,1.80,82,0.80,0.0,1.0,2.0,1.0,clone,moc,mcnn,clone,container-rebook,verify,New-Component_ybrslyahhq,container-sso
1080,3017.0,0.129411129429493,6.5600000000000005,13.0,0.590038590593031,train-ticket,1.23,1.64,1.45,1.80,82,0.80,0.0,1.0,2.0,1.0,clone,moc,mcnn,clone,container-rebook,verify,New-Component_ybrslyahhq,container-sso
789,5339.0,0.1305845143562615,8.93,0.0,0.8425498815909902,train-ticket,1.23,1.64,1.45,1.80,82,0.00,2.0,1.0,1.0,0.0,moncnn,moncnn,moc,clone,modify,verify,findAll,container-admin-user
786,4979.0,0.1305845143562615,8.93,0.0,0.8425498815909902,train-ticket,1.23,1.64,1.45,1.80,82,0.00,2.0,1.0,1.0,0.0,moncnn,moncnn,moc,clone,modify,verify,findAll,container-admin-user
790,5342.0,0.1305845143562615,8.93,0.0,0.8425498815909902,train-ticket,1.23,1.64,1.45,1.80,82,0.00,2.0,1.0,1.0,0.0,moncnn,moncnn,moc,clone,modify,verify,findAll,container-admin-user
788,5338.0,0.1305845143562615,8.93,0.0,0.8425498815909902,train-ticket,1.23,1.64,1.45,1.80,82,0.00,2.0,1.0,1.0,0.0,moncnn,moncnn,moc,clone,modify,verify,findAll,container-admin-user
792,5344.0,0.1305845143562615,8.93,0.0,0.8425498815909902,train-ticket,1.23,1.64,1.45,1.80,82,0.00,2.0,1.0,1.0,0.0,moncnn,moncnn,moc,clone,modify,verify,findAll,container-admin-user
784,4959.0,0.1305845143562615,8.93,0.0,0.8425498815909902,train-ticket,1.23,1.64,1.45,1.80,82,0.00,2.0,1.0,1.0,0.0,moncnn,moncnn,moc,clone,modify,verify,findAll,container-admin-user
794,5955.0,0.1305845143562615,8.93,0.0,0.8425498815909902,train-ticket,1.23,1.64,1.45,1.80,82,0.00,2.0,1.0,1.0,0.0,moncnn,moncnn,moc,clone,modify,verify,findAll,container-admin-user
797,5959.0,0.1305845143562615,8.93,0.0,0.8425498815909902,train-ticket,1.23,1.64,1.45,1.80,82,0.00,2.0,1.0,1.0,0.0,moncnn,moncnn,moc,clone,modify,verify,findAll,container-admin-user
798,5962.0,0.1305845143562615,8.93,0.0,0.8425498815909902,train-ticket,1.23,1.64,1.45,1.80,82,0.00,2.0,1.0,1.0,0.0,moncnn,moncnn,moc,clone,modify,verify,findAll,container-admin-user
785,4978.0,0.1305845143562615,8.93,0.0,0.8425498815909902,train-ticket,1.23,1.64,1.45,1.80,82,0.00,2.0,1.0,1.0,0.0,moncnn,moncnn,moc,clone,modify,verify,findAll,container-admin-user
793,5395.0,0.1305845143562615,8.93,0.0,0.8425498815909902,train-ticket,1.23,1.64,1.45,1.80,82,0.00,2.0,1.0,1.0,0.0,moncnn,moncnn,moc,clone,modify,verify,findAll,container-admin-user
288,5885.0,0.1314120853504274,12.52,13.0,0.6533640315909902,train-ticket,1.23,1.64,1.45,1.80,102,0.80,1.0,0.0,2.0,1.0,clone,moncnn,clone,mcnn,container-sso,verify,container-admin-user,Route-plan
289,5892.0,0.1314120853504274,12.52,13.0,0.6533640315909902,train-ticket,1.23,1.64,1.45,1.80,102,0.80,1.0,0.0,2.0,1.0,clone,moncnn,clone,mcnn,container-sso,verify,container-admin-user,Route-plan
302,8270.0,0.1314120853504274,12.52,13.0,0.6533640315909902,train-ticket,1.23,1.64,1.45,1.80,102,0.80,1.0,0.0,2.0,1.0,clone,moncnn,clone,mcnn,container-sso,verify,container-admin-user,Route-plan
292,6196.0,0.1314120853504274,12.52,13.0,0.6533640315909902,train-ticket,1.23,1.64,1.45,1.80,102,0.80,1.0,0.0,2.0,1.0,clone,moncnn,clone,mcnn,container-sso,verify,container-admin-user,Route-plan
295,6587.0,0.1314120853504274,12.52,13.0,0.6533640315909902,train-ticket,1.23,1.64,1.45,1.80,102,0.80,1.0,0.0,2.0,1.0,clone,moncnn,clone,mcnn,container-sso,verify,container-admin-user,Route-plan
296,6594.0,0.1314120853504274,12.52,13.0,0.6533640315909902,train-ticket,1.23,1.64,1.45,1.80,102,0.80,1.0,0.0,2.0,1.0,clone,moncnn,clone,mcnn,container-sso,verify,container-admin-user,Route-plan
297,6595.0,0.1314120853504274,12.52,13.0,0.6533640315909902,train-ticket,1.23,1.64,1.45,1.80,102,0.80,1.0,0.0,2.0,1.0,clone,moncnn,clone,mcnn,container-sso,verify,container-admin-user,Route-plan
298,6596.0,0.1314120853504274,12.52,13.0,0.6533640315909902,train-ticket,1.23,1.64,1.45,1.80,102,0.80,1.0,0.0,2.0,1.0,clone,moncnn,clone,mcnn,container-sso,verify,container-admin-user,Route-plan
290,5901.0,0.1314120853504274,12.52,13.0,0.6533640315909902,train-ticket,1.23,1.64,1.45,1.80,102,0.80,1.0,0.0,2.0,1.0,clone,moncnn,clone,mcnn,container-sso,verify,container-admin-user,Route-plan
299,6597.0,0.1314120853504274,12.52,13.0,0.6533640315909902,train-ticket,1.23,1.64,1.45,1.80,102,0.80,1.0,0.0,2.0,1.0,clone,moncnn,clone,mcnn,container-sso,verify,container-admin-user,Route-plan
301,8266.0,0.1314120853504274,12.52,13.0,0.6533640315909902,train-ticket,1.23,1.64,1.45,1.80,102,0.80,1.0,0.0,2.0,1.0,clone,moncnn,clone,mcnn,container-sso,verify,container-admin-user,Route-plan
294,6249.0,0.1314120853504274,12.52,13.0,0.6533640315909902,train-ticket,1.23,1.64,1.45,1.80,102,0.80,1.0,0.0,2.0,1.0,clone,moncnn,clone,mcnn,container-sso,verify,container-admin-user,Route-plan
293,6204.0,0.1314120853504274,12.52,13.0,0.6533640315909902,train-ticket,1.23,1.64,1.45,1.80,102,0.80,1.0,0.0,2.0,1.0,clone,moncnn,clone,mcnn,container-sso,verify,container-admin-user,Route-plan
303,8673.0,0.1314120853504274,12.52,13.0,0.6533640315909902,train-ticket,1.23,1.64,1.45,1.80,102,0.80,1.0,0.0,2.0,1.0,clone,moncnn,clone,mcnn,container-sso,verify,container-admin-user,Route-plan
551,286.0,0.1380073669381357,10.25,15.0,0.6630426874827714,train-ticket,1.23,1.64,1.45,1.80,82,0.55,0.0,1.0,3.0,0.0,moc,clone,clone,clone,updateUser,container-verification,container-rebook,container-admin-user
65,4147.0,0.1385736743486333,5.9,14.0,0.7895527926077714,train-ticket,1.23,1.64,1.45,1.80,72,0.95,1.0,1.0,2.0,0.0,moncnn,moc,clone,clone,modify,findAll,container-verification,container-login
69,4192.0,0.1385736743486333,5.9,14.0,0.7895527926077714,train-ticket,1.23,1.64,1.45,1.80,72,0.95,1.0,1.0,2.0,0.0,moncnn,moc,clone,clone,modify,findAll,container-verification,container-login
71,4263.0,0.1385736743486333,5.9,14.0,0.7895527926077714,train-ticket,1.23,1.64,1.45,1.80,72,0.95,1.0,1.0,2.0,0.0,moncnn,moc,clone,clone,modify,findAll,container-verification,container-login
74,4290.0,0.1385736743486333,5.9,14.0,0.7895527926077714,train-ticket,1.23,1.64,1.45,1.80,72,0.95,1.0,1.0,2.0,0.0,moncnn,moc,clone,clone,modify,findAll,container-verification,container-login
75,4294.0,0.1385736743486333,5.9,14.0,0.7895527926077714,train-ticket,1.23,1.64,1.45,1.80,72,0.95,1.0,1.0,2.0,0.0,moncnn,moc,clone,clone,modify,findAll,container-verification,container-login
78,4355.0,0.1385736743486333,5.9,14.0,0.7895527926077714,train-ticket,1.23,1.64,1.45,1.80,72,0.95,1.0,1.0,2.0,0.0,moncnn,moc,clone,clone,modify,findAll,container-verification,container-login
79,4472.0,0.1385736743486333,5.9,14.0,0.7895527926077714,train-ticket,1.23,1.64,1.45,1.80,72,0.95,1.0,1.0,2.0,0.0,moncnn,moc,clone,clone,modify,findAll,container-verification,container-login
601,6014.0,0.1385952911467569,4.26,14.0,0.7886953206077715,train-ticket,1.23,1.64,1.45,1.80,72,0.80,1.0,0.0,2.0,1.0,clone,clone,moncnn,mcnn,container-sso,container-login,findAll,New-Component_wwfigsftaj
756,0.0,0.1386244375940584,5.49,14.0,0.7920930534077715,train-ticket,1.23,1.23,1.23,1.23,82,0.95,1.0,1.0,2.0,0.0,moc,moncnn,clone,clone,findAll,modify,container-verification,container-seat
767,0.0,0.1386244375940584,5.49,14.0,0.7920930534077715,train-ticket,1.23,1.23,1.23,1.23,82,0.95,1.0,1.0,2.0,0.0,moc,moncnn,clone,clone,findAll,modify,container-verification,container-seat
752,0.0,0.1386244375940584,5.49,14.0,0.7920930534077715,train-ticket,1.23,1.23,1.23,1.23,82,0.95,1.0,1.0,2.0,0.0,moc,moncnn,clone,clone,findAll,modify,container-verification,container-seat
757,0.0,0.1386244375940584,5.49,14.0,0.7920930534077715,train-ticket,1.23,1.23,1.23,1.23,82,0.95,1.0,1.0,2.0,0.0,moc,moncnn,clone,clone,findAll,modify,container-verification,container-seat
755,0.0,0.1386244375940584,5.49,14.0,0.7920930534077715,train-ticket,1.23,1.23,1.23,1.23,82,0.95,1.0,1.0,2.0,0.0,moc,moncnn,clone,clone,findAll,modify,container-verification,container-seat
758,0.0,0.1386244375940584,5.49,14.0,0.7920930534077715,train-ticket,1.23,1.23,1.23,1.23,82,0.95,1.0,1.0,2.0,0.0,moc,moncnn,clone,clone,findAll,modify,container-verification,container-seat
766,0.0,0.1386244375940584,5.49,14.0,0.7920930534077715,train-ticket,1.23,1.23,1.23,1.23,82,0.95,1.0,1.0,2.0,0.0,moc,moncnn,clone,clone,findAll,modify,container-verification,container-seat
760,0.0,0.1386244375940584,5.49,14.0,0.7920930534077715,train-ticket,1.23,1.23,1.23,1.23,82,0.95,1.0,1.0,2.0,0.0,moc,moncnn,clone,clone,findAll,modify,container-verification,container-seat
759,0.0,0.1386244375940584,5.49,14.0,0.7920930534077715,train-ticket,1.23,1.23,1.23,1.23,82,0.95,1.0,1.0,2.0,0.0,moc,moncnn,clone,clone,findAll,modify,container-verification,container-seat
761,0.0,0.1386244375940584,5.49,14.0,0.7920930534077715,train-ticket,1.23,1.23,1.23,1.23,82,0.95,1.0,1.0,2.0,0.0,moc,moncnn,clone,clone,findAll,modify,container-verification,container-seat
762,0.0,0.1386244375940584,5.49,14.0,0.7920930534077715,train-ticket,1.23,1.23,1.23,1.23,82,0.95,1.0,1.0,2.0,0.0,moc,moncnn,clone,clone,findAll,modify,container-verification,container-seat
763,0.0,0.1386244375940584,5.49,14.0,0.7920930534077715,train-ticket,1.23,1.23,1.23,1.23,82,0.95,1.0,1.0,2.0,0.0,moc,moncnn,clone,clone,findAll,modify,container-verification,container-seat
765,0.0,0.1386244375940584,5.49,14.0,0.7920930534077715,train-ticket,1.23,1.23,1.23,1.23,82,0.95,1.0,1.0,2.0,0.0,moc,moncnn,clone,clone,findAll,modify,container-verification,container-seat
764,0.0,0.1386244375940584,5.49,14.0,0.7920930534077715,train-ticket,1.23,1.23,1.23,1.23,82,0.95,1.0,1.0,2.0,0.0,moc,moncnn,clone,clone,findAll,modify,container-verification,container-seat
190,3145.0,0.1390438959000612,5.9,0.0,0.7902555606077715,train-ticket,1.23,1.64,1.45,1.80,102,0.00,1.0,1.0,2.0,0.0,moc,clone,clone,moncnn,updateUser,container-sso,container-verification,findAll
191,3965.0,0.1390438959000612,5.9,0.0,0.7902555606077715,train-ticket,1.23,1.64,1.45,1.80,102,0.00,1.0,1.0,2.0,0.0,moc,clone,clone,moncnn,updateUser,container-sso,container-verification,findAll
177,2957.0,0.1390438959000612,5.9,0.0,0.7902555606077715,train-ticket,1.23,1.64,1.45,1.80,102,0.00,1.0,1.0,2.0,0.0,moc,clone,clone,moncnn,updateUser,container-sso,container-verification,findAll
179,2981.0,0.1390438959000612,5.9,0.0,0.7902555606077715,train-ticket,1.23,1.64,1.45,1.80,102,0.00,1.0,1.0,2.0,0.0,moc,clone,clone,moncnn,updateUser,container-sso,container-verification,findAll
1098,285.0,0.1411866886793477,6.63,15.0,0.8420368415909902,train-ticket,1.23,1.64,1.45,1.80,82,0.80,3.0,0.0,1.0,0.0,clone,moncnn,moncnn,moncnn,container-order-other,verify,updateUser,findAll
1092,61.0,0.1411866886793477,6.63,15.0,0.8420368415909902,train-ticket,1.23,1.64,1.45,1.80,82,0.80,3.0,0.0,1.0,0.0,clone,moncnn,moncnn,moncnn,container-order-other,verify,updateUser,findAll
643,4823.0,0.1437179461496354,8.36,12.0,0.2959543168614167,train-ticket,1.23,1.64,1.45,1.80,82,0.95,1.0,1.0,2.0,0.0,clone,clone,moncnn,moc,container-admin-user,container-sso,generate,getByID
655,4984.0,0.1437179461496354,8.36,12.0,0.2959543168614167,train-ticket,1.23,1.64,1.45,1.80,82,0.95,1.0,1.0,2.0,0.0,clone,clone,moncnn,moc,container-admin-user,container-sso,generate,getByID
640,4699.0,0.1437179461496354,8.36,12.0,0.2959543168614167,train-ticket,1.23,1.64,1.45,1.80,82,0.95,1.0,1.0,2.0,0.0,clone,clone,moncnn,moc,container-admin-user,container-sso,generate,getByID
641,4762.0,0.1437179461496354,8.36,12.0,0.2959543168614167,train-ticket,1.23,1.64,1.45,1.80,82,0.95,1.0,1.0,2.0,0.0,clone,clone,moncnn,moc,container-admin-user,container-sso,generate,getByID
642,4786.0,0.1437179461496354,8.36,12.0,0.2959543168614167,train-ticket,1.23,1.64,1.45,1.80,82,0.95,1.0,1.0,2.0,0.0,clone,clone,moncnn,moc,container-admin-user,container-sso,generate,getByID
649,4952.0,0.1437179461496354,8.36,12.0,0.2959543168614167,train-ticket,1.23,1.64,1.45,1.80,82,0.95,1.0,1.0,2.0,0.0,clone,clone,moncnn,moc,container-admin-user,container-sso,generate,getByID
644,4861.0,0.1437179461496354,8.36,12.0,0.2959543168614167,train-ticket,1.23,1.64,1.45,1.80,82,0.95,1.0,1.0,2.0,0.0,clone,clone,moncnn,moc,container-admin-user,container-sso,generate,getByID
653,4972.0,0.1437179461496354,8.36,12.0,0.2959543168614167,train-ticket,1.23,1.64,1.45,1.80,82,0.95,1.0,1.0,2.0,0.0,clone,clone,moncnn,moc,container-admin-user,container-sso,generate,getByID
647,4950.0,0.1437179461496354,8.36,12.0,0.2959543168614167,train-ticket,1.23,1.64,1.45,1.80,82,0.95,1.0,1.0,2.0,0.0,clone,clone,moncnn,moc,container-admin-user,container-sso,generate,getByID
646,4919.0,0.1437179461496354,8.36,12.0,0.2959543168614167,train-ticket,1.23,1.64,1.45,1.80,82,0.95,1.0,1.0,2.0,0.0,clone,clone,moncnn,moc,container-admin-user,container-sso,generate,getByID
652,4955.0,0.1437179461496354,8.36,12.0,0.2959543168614167,train-ticket,1.23,1.64,1.45,1.80,82,0.95,1.0,1.0,2.0,0.0,clone,clone,moncnn,moc,container-admin-user,container-sso,generate,getByID
